code_module,code_presentation,id_student,total_clicks,mean_clicks,active_days,first_activity_day,last_activity_day,n_activity_records,n_unique_sites,n_activity_types,engagement_span,clicks_per_active_day
AAA,2013J,94961,339,3.323529411764706,24,-10,55,102,26,6,65,14.125
AAA,2013J,98094,2839,7.3549222797927465,91,-10,264,386,91,7,274,31.197802197802197
AAA,2013J,100893,744,3.0617283950617282,52,-9,250,243,47,8,259,14.307692307692308
AAA,2013J,101781,4104,4.495071193866375,144,-10,268,913,99,7,278,28.5
AAA,2013J,102806,1944,2.4891165172855314,177,-10,267,781,75,7,277,10.983050847457626
AAA,2013J,102952,1150,3.6741214057507987,58,-3,246,313,69,7,249,19.82758620689655
AAA,2013J,104476,4777,4.815524193548387,161,-10,258,992,106,8,268,29.67080745341615
AAA,2013J,106247,465,3.206896551724138,33,12,150,145,43,7,138,14.090909090909092
AAA,2013J,106577,733,3.316742081447964,47,-10,253,221,50,5,263,15.595744680851064
AAA,2013J,110175,998,2.9096209912536444,70,-10,242,343,68,6,252,14.257142857142858
AAA,2013J,111717,2343,3.9779286926994906,136,-10,249,589,89,9,259,17.227941176470587
AAA,2013J,113295,3553,3.5494505494505493,195,-9,261,1001,92,8,270,18.22051282051282
AAA,2013J,114017,757,3.277056277056277,50,-9,257,231,39,6,266,15.14
AAA,2013J,114999,1358,2.6627450980392156,120,-10,264,510,86,8,274,11.316666666666666
AAA,2013J,116541,1886,3.669260700389105,108,0,242,514,73,7,242,17.462962962962962
AAA,2013J,116692,1108,3.562700964630225,98,-10,228,311,64,6,238,11.306122448979592
AAA,2013J,118983,284,2.5585585585585586,27,-10,268,111,35,6,278,10.518518518518519
AAA,2013J,123044,2041,3.401666666666667,127,-10,247,600,75,8,257,16.070866141732285
AAA,2013J,127582,1321,3.0022727272727274,89,-10,240,440,64,6,250,14.842696629213483
AAA,2013J,129955,1011,3.3366336633663365,83,-10,135,303,51,8,145,12.180722891566266
AAA,2013J,132976,520,3.4210526315789473,32,-10,242,152,47,8,252,16.25
AAA,2013J,134143,2732,4.801405975395431,138,-10,268,569,85,8,278,19.797101449275363
AAA,2013J,135335,57,2.28,10,-10,24,25,8,3,34,5.7
AAA,2013J,135400,287,2.63302752293578,24,2,97,109,28,6,95,11.958333333333334
AAA,2013J,137873,5528,3.923349893541519,192,-10,250,1409,86,7,260,28.791666666666668
AAA,2013J,141355,1823,3.1162393162393163,92,-9,256,585,74,7,265,19.815217391304348
AAA,2013J,141377,143,3.25,9,3,109,44,21,7,106,15.88888888888889
AAA,2013J,142326,2121,3.3613312202852614,95,-5,242,631,84,7,247,22.326315789473686
AAA,2013J,144801,5645,3.484567901234568,200,-10,267,1620,122,9,277,28.225
AAA,2013J,145130,452,3.033557046979866,35,-10,261,149,48,5,271,12.914285714285715
AAA,2013J,146188,597,3.109375,32,-10,255,192,53,7,265,18.65625
AAA,2013J,147756,611,2.6798245614035086,74,-10,219,228,40,6,229,8.256756756756756
AAA,2013J,147793,155,3.7804878048780486,9,-9,59,41,17,5,68,17.22222222222222
AAA,2013J,148993,1864,3.3646209386281587,106,-10,157,554,70,8,167,17.58490566037736
AAA,2013J,151358,270,3.033707865168539,20,2,242,89,31,6,240,13.5
AAA,2013J,155550,1529,3.649164677804296,81,-10,243,419,59,6,253,18.876543209876544
AAA,2013J,155854,4003,4.156801661474558,202,-10,267,963,96,8,277,19.816831683168317
AAA,2013J,155984,908,3.706122448979592,44,-10,187,245,44,8,197,20.636363636363637
AAA,2013J,157568,1405,3.639896373056995,87,-9,241,386,62,8,250,16.149425287356323
AAA,2013J,159954,1185,3.703125,66,-10,116,320,58,8,126,17.954545454545453
AAA,2013J,164259,466,1.9497907949790796,51,-10,263,239,41,6,273,9.137254901960784
AAA,2013J,167906,1510,2.9320388349514563,99,-10,258,515,75,7,268,15.252525252525253
AAA,2013J,168936,745,2.466887417218543,42,0,257,302,47,7,257,17.738095238095237
AAA,2013J,172112,1939,2.781922525107604,135,-10,263,697,84,7,273,14.362962962962962
AAA,2013J,172797,1782,4.293975903614458,86,-10,268,415,85,8,278,20.72093023255814
AAA,2013J,174782,6318,3.8454047474132684,249,-10,268,1643,93,8,278,25.373493975903614
AAA,2013J,175392,4447,3.3920671243325704,197,-10,266,1311,117,7,276,22.573604060913706
AAA,2013J,175932,2016,4.613272311212815,97,-10,253,437,60,7,263,20.783505154639176
AAA,2013J,175991,138,2.76,17,-7,242,50,17,5,249,8.117647058823529
AAA,2013J,180753,2012,2.344988344988345,157,-10,263,858,83,7,273,12.815286624203821
AAA,2013J,181316,487,3.3586206896551722,20,-10,66,145,37,8,76,24.35
AAA,2013J,183096,1975,3.610603290676417,116,-10,242,547,83,7,252,17.025862068965516
AAA,2013J,183947,964,2.619565217391304,58,-3,253,368,69,7,256,16.620689655172413
AAA,2013J,184271,1312,2.750524109014675,147,-10,263,477,90,9,273,8.92517006802721
AAA,2013J,185439,427,4.313131313131313,15,-10,39,99,36,8,49,28.466666666666665
AAA,2013J,186149,2136,3.651282051282051,109,-10,267,585,133,9,277,19.59633027522936
AAA,2013J,187100,8562,4.454734651404786,231,-10,265,1922,97,7,275,37.064935064935064
AAA,2013J,188278,1434,3.648854961832061,49,-10,60,393,41,7,70,29.26530612244898
AAA,2013J,189879,1541,3.486425339366516,84,-8,248,442,75,8,256,18.345238095238095
AAA,2013J,192183,3219,4.003731343283582,176,-10,242,804,86,7,252,18.289772727272727
AAA,2013J,195262,1905,5.411931818181818,58,-5,183,352,75,8,188,32.8448275862069
AAA,2013J,200860,534,1.9071428571428573,81,-10,252,280,42,6,262,6.592592592592593
AAA,2013J,202635,1418,4.774410774410774,47,-10,143,297,49,7,153,30.170212765957448
AAA,2013J,205350,1665,2.9573712255772646,126,-10,268,563,106,8,278,13.214285714285714
AAA,2013J,205719,333,2.8461538461538463,32,-1,215,117,35,6,216,10.40625
AAA,2013J,227499,2953,3.6592317224287485,162,-10,243,807,86,7,253,18.228395061728396
AAA,2013J,227517,1205,3.1136950904392764,69,-10,262,387,59,7,272,17.463768115942027
AAA,2013J,228082,227,1.6691176470588236,37,-10,243,136,24,7,253,6.135135135135135
AAA,2013J,228222,445,2.680722891566265,38,0,243,166,45,6,243,11.710526315789474
AAA,2013J,229179,614,3.766871165644172,50,-6,244,163,45,6,250,12.28
AAA,2013J,229361,1215,3.481375358166189,123,-10,268,349,52,7,278,9.878048780487806
AAA,2013J,231554,1839,4.227586206896552,86,-9,249,435,67,7,258,21.38372093023256
AAA,2013J,235507,190,2.676056338028169,21,-10,46,71,24,6,56,9.047619047619047
AAA,2013J,236284,732,3.4857142857142858,41,16,242,210,56,6,226,17.853658536585368
AAA,2013J,238007,1935,2.6043068640646028,162,-10,243,743,92,8,253,11.944444444444445
AAA,2013J,240712,321,3.0,26,-9,215,107,33,6,224,12.346153846153847
AAA,2013J,240884,427,2.235602094240838,44,-6,242,191,48,6,248,9.704545454545455
AAA,2013J,241649,1892,3.3019197207678883,135,-10,263,573,77,7,273,14.014814814814814
AAA,2013J,241729,1829,2.917065390749601,117,-10,260,627,77,7,270,15.632478632478632
AAA,2013J,242793,658,2.5019011406844105,56,-10,261,263,82,6,271,11.75
AAA,2013J,246834,1174,3.3447293447293447,68,-10,267,351,50,8,277,17.264705882352942
AAA,2013J,248270,1969,2.6183510638297873,193,-10,265,752,64,8,275,10.202072538860104
AAA,2013J,255548,2580,3.165644171779141,166,-10,268,815,77,8,278,15.542168674698795
AAA,2013J,256815,1481,2.859073359073359,139,-10,262,518,79,7,272,10.654676258992806
AAA,2013J,258392,844,2.822742474916388,53,-10,240,299,63,8,250,15.924528301886792
AAA,2013J,258894,4963,3.6226277372262774,204,-10,255,1370,85,6,265,24.32843137254902
AAA,2013J,260355,426,3.1791044776119404,43,-9,163,134,35,6,172,9.906976744186046
AAA,2013J,262011,1066,3.0898550724637683,69,-7,243,345,49,8,250,15.44927536231884
AAA,2013J,262934,2407,3.3570432357043236,119,-10,258,717,71,6,268,20.22689075630252
AAA,2013J,268073,3210,4.483240223463687,116,-3,268,716,88,7,271,27.67241379310345
AAA,2013J,268733,188,3.418181818181818,18,-2,185,55,14,5,187,10.444444444444445
AAA,2013J,271251,3348,5.23943661971831,128,-10,266,639,93,7,276,26.15625
AAA,2013J,277880,2016,4.2893617021276595,78,-8,177,470,63,7,185,25.846153846153847
AAA,2013J,279572,1183,3.983164983164983,63,-10,265,297,57,6,275,18.77777777777778
AAA,2013J,281022,492,2.6885245901639343,49,-8,242,183,45,6,250,10.040816326530612
AAA,2013J,281250,130,1.6883116883116882,15,-10,243,77,24,7,253,8.666666666666666
AAA,2013J,281589,59,2.107142857142857,8,-9,133,28,12,4,142,7.375
AAA,2013J,282821,1961,4.102510460251046,87,-10,242,478,69,8,252,22.54022988505747
AAA,2013J,286488,1046,3.683098591549296,68,-7,245,284,76,8,252,15.382352941176471
AAA,2013J,287548,483,3.3541666666666665,47,-10,241,144,53,7,251,10.27659574468085
AAA,2013J,290201,1740,3.5080645161290325,108,-8,240,496,65,8,248,16.11111111111111
AAA,2013J,290757,652,4.261437908496732,33,-9,245,153,37,6,254,19.757575757575758
AAA,2013J,291334,5231,2.78392762107504,229,-10,268,1879,99,9,278,22.842794759825328
AAA,2013J,293699,187,1.6403508771929824,28,-1,243,114,35,6,244,6.678571428571429
AAA,2013J,294570,1775,4.052511415525114,119,-7,264,438,85,8,271,14.915966386554622
AAA,2013J,294594,865,3.37890625,94,0,266,256,52,7,266,9.202127659574469
AAA,2013J,295741,709,2.3633333333333333,87,-8,256,300,50,6,264,8.149425287356323
AAA,2013J,296332,2152,4.211350293542075,124,-10,267,511,91,9,277,17.35483870967742
AAA,2013J,298696,514,2.557213930348259,58,-10,253,201,44,7,263,8.862068965517242
AAA,2013J,300398,1997,3.443103448275862,108,-10,264,580,55,6,274,18.49074074074074
AAA,2013J,302302,513,3.109090909090909,24,-10,175,165,42,7,185,21.375
AAA,2013J,305152,146,3.3181818181818183,11,-8,199,44,17,5,207,13.272727272727273
AAA,2013J,305386,1277,3.470108695652174,85,-5,242,368,81,7,247,15.023529411764706
AAA,2013J,305539,68,2.6153846153846154,6,-10,-5,26,13,6,5,11.333333333333334
AAA,2013J,306107,987,3.0652173913043477,81,1,243,322,63,6,242,12.185185185185185
AAA,2013J,306466,1220,3.2275132275132274,110,-10,268,378,68,9,278,11.090909090909092
AAA,2013J,306897,2742,2.4658273381294964,189,-10,261,1112,83,6,271,14.507936507936508
AAA,2013J,307061,1081,2.6957605985037407,87,-9,262,401,69,6,271,12.425287356321839
AAA,2013J,307866,1476,3.9151193633952253,76,-10,252,377,74,7,262,19.42105263157895
AAA,2013J,311917,2230,3.204022988505747,145,-5,267,696,84,7,272,15.379310344827585
AAA,2013J,312537,12882,7.02016348773842,271,-10,268,1835,111,8,278,47.535055350553506
AAA,2013J,312782,281,2.650943396226415,46,-10,243,106,30,6,253,6.108695652173913
AAA,2013J,318933,1281,2.784782608695652,106,-10,256,460,66,6,266,12.084905660377359
AAA,2013J,319047,6589,3.4086911536471804,232,-10,268,1933,104,9,278,28.400862068965516
AAA,2013J,321942,10083,4.727144866385372,239,-10,268,2133,102,8,278,42.18828451882845
AAA,2013J,324002,1901,3.1163934426229507,122,-9,243,610,80,7,252,15.581967213114755
AAA,2013J,324084,1961,3.9696356275303644,110,-10,263,494,81,6,273,17.827272727272728
AAA,2013J,324282,133,1.7972972972972974,38,-10,268,74,23,6,278,3.5
AAA,2013J,331358,2376,4.50853889943074,45,-10,52,527,109,9,62,52.8
AAA,2013J,332789,1655,3.6941964285714284,72,-6,268,448,69,8,274,22.98611111111111
AAA,2013J,333059,301,2.213235294117647,31,-8,243,136,39,7,251,9.709677419354838
AAA,2013J,333323,648,3.640449438202247,36,-10,268,178,45,6,278,18.0
AAA,2013J,334259,332,2.721311475409836,27,-7,205,122,30,6,212,12.296296296296296
AAA,2013J,334333,303,3.03,33,-10,63,100,23,6,73,9.181818181818182
AAA,2013J,335764,2286,3.1272229822161424,106,-10,160,731,57,6,170,21.566037735849058
AAA,2013J,336207,1316,3.323232323232323,111,-10,262,396,66,7,272,11.855855855855856
AAA,2013J,339972,333,2.664,33,-3,264,125,28,6,267,10.090909090909092
AAA,2013J,341872,201,1.7787610619469028,35,49,226,113,25,6,177,5.742857142857143
AAA,2013J,342007,880,3.8596491228070176,38,-10,51,228,37,6,61,23.157894736842106
AAA,2013J,342514,1950,4.3624161073825505,98,-10,260,447,74,7,270,19.897959183673468
AAA,2013J,342972,838,2.5944272445820435,72,-10,247,323,62,8,257,11.63888888888889
AAA,2013J,343446,3644,2.9942481511914543,173,-10,268,1217,104,7,278,21.063583815028903
AAA,2013J,344282,65,1.2264150943396226,18,1,242,53,14,4,241,3.611111111111111
AAA,2013J,345068,547,2.568075117370892,51,-4,243,213,50,7,247,10.72549019607843
AAA,2013J,345357,2219,3.010854816824966,134,-6,267,737,79,7,273,16.559701492537314
AAA,2013J,346025,569,2.0919117647058822,103,-9,268,272,34,6,277,5.524271844660194
AAA,2013J,346843,164,4.1,8,9,44,40,17,5,35,20.5
AAA,2013J,350188,761,2.4082278481012658,78,-10,264,316,50,7,274,9.756410256410257
AAA,2013J,354858,198,4.304347826086956,7,-9,1,46,23,6,10,28.285714285714285
AAA,2013J,357668,166,1.8863636363636365,27,1,171,88,23,7,170,6.148148148148148
AAA,2013J,364177,821,3.3925619834710745,63,-9,212,242,47,6,221,13.031746031746032
AAA,2013J,365244,891,2.2109181141439205,78,-9,256,403,72,7,265,11.423076923076923
AAA,2013J,365642,2129,2.8198675496688743,148,-10,268,755,85,8,278,14.385135135135135
AAA,2013J,366483,1465,3.002049180327869,129,-3,243,488,63,7,246,11.356589147286822
AAA,2013J,368194,437,2.5857988165680474,32,-9,242,169,46,6,251,13.65625
AAA,2013J,368824,292,2.3548387096774195,25,-3,247,124,27,6,250,11.68
AAA,2013J,368963,677,3.008888888888889,52,-10,236,225,65,8,246,13.01923076923077
AAA,2013J,376439,2342,3.0775295663600524,154,-10,249,761,60,7,259,15.207792207792208
AAA,2013J,376581,2333,3.7208931419457736,124,2,243,627,85,7,241,18.81451612903226
AAA,2013J,380953,1062,2.839572192513369,97,-10,249,374,55,7,259,10.948453608247423
AAA,2013J,383254,543,1.9963235294117647,91,-7,234,272,38,6,241,5.967032967032967
AAA,2013J,386924,164,1.7083333333333333,31,2,228,96,26,6,226,5.290322580645161
AAA,2013J,386952,910,2.549019607843137,114,-10,268,357,60,6,278,7.982456140350878
AAA,2013J,388722,671,3.0225225225225225,57,-10,248,222,46,6,258,11.771929824561404
AAA,2013J,388885,875,3.5714285714285716,50,-10,267,245,59,6,277,17.5
AAA,2013J,390890,639,2.944700460829493,50,-9,195,217,41,7,204,12.78
AAA,2013J,392756,363,2.1736526946107784,44,-9,242,167,47,6,251,8.25
AAA,2013J,392931,3003,3.1346555323590812,177,-10,268,958,81,7,278,16.966101694915253
AAA,2013J,393207,876,3.6962025316455698,50,-10,243,237,57,7,253,17.52
AAA,2013J,396872,996,3.244299674267101,70,-10,244,307,61,7,254,14.228571428571428
AAA,2013J,398552,1183,3.6625386996904026,87,-8,261,323,85,7,269,13.597701149425287
AAA,2013J,401869,955,2.7130681818181817,90,-10,253,352,60,7,263,10.61111111111111
AAA,2013J,402470,1445,4.176300578034682,83,-9,263,346,59,7,272,17.40963855421687
AAA,2013J,404804,509,3.348684210526316,26,-10,244,152,44,6,254,19.576923076923077
AAA,2013J,405088,1388,3.393643031784841,87,-10,268,409,68,6,278,15.954022988505747
AAA,2013J,414117,807,2.5062111801242235,105,-10,266,322,60,6,276,7.685714285714286
AAA,2013J,415969,1359,4.575757575757576,49,-10,156,297,58,8,166,27.73469387755102
AAA,2013J,420087,342,2.4963503649635035,27,0,168,137,48,8,168,12.666666666666666
AAA,2013J,429958,411,3.288,25,2,243,125,43,6,241,16.44
AAA,2013J,441018,646,2.636734693877551,50,-10,238,245,53,7,248,12.92
AAA,2013J,441888,739,2.7169117647058822,43,-8,243,272,59,6,251,17.186046511627907
AAA,2013J,442442,1009,3.4203389830508475,49,-10,163,295,54,7,173,20.591836734693878
AAA,2013J,444677,1241,2.447731755424063,140,-8,265,507,84,7,273,8.864285714285714
AAA,2013J,470588,400,4.938271604938271,16,-10,63,81,24,6,73,25.0
AAA,2013J,489455,2832,3.504950495049505,131,-10,256,808,76,6,266,21.61832061068702
AAA,2013J,494424,58,2.761904761904762,2,-7,18,21,14,5,25,29.0
AAA,2013J,495284,901,3.9004329004329006,78,0,259,231,57,7,259,11.551282051282051
AAA,2013J,498857,998,2.91812865497076,88,-3,242,342,64,8,245,11.340909090909092
AAA,2013J,508818,1129,4.12043795620438,61,-9,243,274,41,5,252,18.508196721311474
AAA,2013J,512460,521,2.217021276595745,58,-10,234,235,55,6,244,8.982758620689655
AAA,2013J,544103,2328,3.2605042016806722,112,-10,262,714,85,7,272,20.785714285714285
AAA,2013J,550383,910,3.8559322033898304,66,-10,242,236,46,8,252,13.787878787878787
AAA,2013J,564450,224,2.5454545454545454,32,-7,258,88,26,6,265,7.0
AAA,2013J,568601,488,5.809523809523809,17,10,123,84,29,6,113,28.705882352941178
AAA,2013J,572652,780,3.9,42,-9,240,200,59,7,249,18.571428571428573
AAA,2013J,580389,1271,4.022151898734177,50,-4,243,316,62,7,247,25.42
AAA,2013J,581129,194,2.5526315789473686,19,9,216,76,25,5,207,10.210526315789474
AAA,2013J,588775,7067,4.077899596076168,259,-10,268,1733,96,9,278,27.285714285714285
AAA,2013J,591774,605,2.8947368421052633,36,-6,254,209,80,6,260,16.805555555555557
AAA,2013J,603861,955,3.962655601659751,68,-10,208,241,55,7,218,14.044117647058824
AAA,2013J,606143,406,3.147286821705426,34,-4,116,129,33,6,120,11.941176470588236
AAA,2013J,704156,3064,4.129380053908355,131,-10,251,742,100,7,261,23.389312977099237
AAA,2013J,705379,5680,3.941707147814018,226,-10,268,1441,114,8,278,25.13274336283186
AAA,2013J,721259,1228,4.3546099290780145,27,-10,20,282,43,9,30,45.48148148148148
AAA,2013J,749412,4007,3.404418011894647,187,-10,261,1177,91,8,271,21.427807486631018
AAA,2013J,760729,7288,3.984691088026244,229,-10,268,1829,101,8,278,31.82532751091703
AAA,2013J,905042,3004,3.4331428571428573,166,-8,268,875,79,9,276,18.096385542168676
AAA,2013J,949618,1357,2.4275491949910553,94,-10,265,559,90,6,275,14.436170212765957
AAA,2013J,958987,1216,3.1099744245524295,102,-10,268,391,59,6,278,11.92156862745098
AAA,2013J,968578,870,3.246268656716418,66,-10,253,268,61,8,263,13.181818181818182
AAA,2013J,969076,1980,2.6541554959785523,135,-9,173,746,59,7,182,14.666666666666666
AAA,2013J,971027,3098,4.076315789473684,158,-10,268,760,91,8,278,19.60759493670886
AAA,2013J,978739,5988,5.238845144356955,176,-10,268,1143,104,9,278,34.02272727272727
AAA,2013J,1035023,1896,3.3146853146853146,150,-10,247,572,83,7,257,12.64
AAA,2013J,1105478,1695,3.310546875,125,-10,266,512,62,7,276,13.56
AAA,2013J,1352868,641,3.6839080459770117,36,-10,253,174,38,6,263,17.805555555555557
AAA,2013J,1401935,240,2.823529411764706,24,-10,128,85,26,5,138,10.0
AAA,2013J,1402638,910,2.935483870967742,75,-10,250,310,67,7,260,12.133333333333333
AAA,2013J,1414443,1907,4.80352644836272,43,-9,211,397,91,9,220,44.348837209302324
AAA,2013J,1456619,467,3.3840579710144927,22,-10,24,138,36,7,34,21.227272727272727
AAA,2013J,1465690,3460,3.4808853118712273,165,-9,268,994,112,9,277,20.96969696969697
AAA,2013J,1472925,939,4.082608695652174,47,21,242,230,55,8,221,19.97872340425532
AAA,2013J,1488959,3493,4.844660194174757,155,-10,242,721,76,8,252,22.53548387096774
AAA,2013J,1518989,4202,3.5519864750633983,133,-10,262,1183,77,8,272,31.593984962406015
AAA,2013J,1618738,723,4.918367346938775,19,0,242,147,68,7,242,38.05263157894737
AAA,2013J,1620151,998,4.577981651376147,44,-10,162,218,55,9,172,22.681818181818183
AAA,2013J,1626710,6025,3.584176085663296,215,-10,268,1681,112,8,278,28.023255813953487
AAA,2013J,1640609,5061,3.531751570132589,227,-10,262,1433,90,8,272,22.295154185022028
AAA,2013J,1686521,643,3.199004975124378,29,-10,28,201,35,6,38,22.17241379310345
AAA,2013J,1729319,2756,3.6026143790849674,124,-10,244,765,80,7,254,22.225806451612904
AAA,2013J,1746134,1759,3.2940074906367043,75,-9,241,534,99,7,250,23.453333333333333
AAA,2013J,1758449,2756,4.24,75,-10,102,650,67,8,112,36.74666666666667
AAA,2013J,1763015,420,14.0,3,-5,-2,30,17,7,3,140.0
AAA,2013J,1765788,7057,4.122079439252336,224,-10,264,1712,127,8,274,31.504464285714285
AAA,2013J,1801229,1443,3.8894878706199463,86,-9,243,371,81,7,252,16.77906976744186
AAA,2013J,1801641,459,3.425373134328358,41,-10,234,134,49,6,244,11.195121951219512
AAA,2013J,1847830,6518,4.016019716574245,238,-10,268,1623,87,7,278,27.386554621848738
AAA,2013J,1860318,5975,4.499246987951807,228,-10,267,1328,93,8,277,26.20614035087719
AAA,2013J,1889511,1754,3.0504347826086957,99,-10,243,575,76,7,253,17.717171717171716
AAA,2013J,1889577,931,3.03257328990228,63,-8,267,307,67,7,275,14.777777777777779
AAA,2013J,1894188,4294,8.763265306122449,120,-10,265,490,80,8,275,35.78333333333333
AAA,2013J,1938355,1992,3.2817133443163096,147,-10,265,607,89,7,275,13.551020408163266
AAA,2013J,1942396,470,2.8658536585365852,47,-9,249,164,40,6,258,10.0
AAA,2013J,1970390,11139,5.550074738415546,219,-10,242,2007,111,9,252,50.863013698630134
AAA,2013J,1976139,1216,3.4350282485875705,60,-10,262,354,75,7,272,20.266666666666666
AAA,2013J,2011876,1401,3.343675417661098,81,-9,262,419,78,9,271,17.296296296296298
AAA,2013J,2012966,519,3.5067567567567566,39,-6,260,148,49,6,266,13.307692307692308
AAA,2013J,2051699,1734,3.931972789115646,94,-10,264,441,69,8,274,18.4468085106383
AAA,2013J,2062879,2386,3.2330623306233064,145,-10,243,738,85,7,253,16.455172413793104
AAA,2013J,2065691,1430,5.766129032258065,34,-5,119,248,47,7,124,42.05882352941177
AAA,2013J,2073016,849,2.580547112462006,62,-3,165,329,56,7,168,13.693548387096774
AAA,2013J,2080474,1146,3.1745152354570636,78,-10,258,361,74,7,268,14.692307692307692
AAA,2013J,2083877,685,2.6550387596899223,65,-10,242,258,44,6,252,10.538461538461538
AAA,2013J,2084066,1967,4.230107526881721,87,-8,215,465,65,7,223,22.60919540229885
AAA,2013J,2104505,701,3.5583756345177666,53,-10,246,197,54,6,256,13.226415094339623
AAA,2013J,2122180,4712,4.822927328556807,170,-10,266,977,105,9,276,27.71764705882353
AAA,2013J,2139353,1262,2.8295964125560538,82,-10,160,446,64,7,170,15.390243902439025
AAA,2013J,2143752,1888,5.363636363636363,83,-10,238,352,69,7,248,22.746987951807228
AAA,2013J,2146792,2385,3.3125,188,-10,261,720,91,7,271,12.686170212765957
AAA,2013J,2149225,319,3.625,8,-10,10,88,41,7,20,39.875
AAA,2013J,2153153,3385,4.123020706455542,110,3,247,821,92,8,244,30.772727272727273
AAA,2013J,2155014,1454,4.751633986928105,56,-8,235,306,67,8,243,25.964285714285715
AAA,2013J,2164705,231,3.039473684210526,11,-10,50,76,27,6,60,21.0
AAA,2013J,2171627,1346,3.3819095477386933,73,-10,255,398,83,8,265,18.438356164383563
AAA,2013J,2182846,4214,3.046999276934201,164,-10,264,1383,91,7,274,25.695121951219512
AAA,2013J,2194100,1401,3.228110599078341,95,-10,243,434,50,6,253,14.74736842105263
AAA,2013J,2197016,1455,3.5060240963855422,72,-10,236,415,79,7,246,20.208333333333332
AAA,2013J,2208424,1080,2.8877005347593583,69,-5,262,374,76,9,267,15.652173913043478
AAA,2013J,2229865,3236,3.5521405049396266,168,-10,241,911,116,8,251,19.261904761904763
AAA,2013J,2255601,2543,4.114886731391586,82,-10,174,618,87,9,184,31.01219512195122
AAA,2013J,2268379,1685,2.7003205128205128,118,-9,264,624,79,8,273,14.279661016949152
AAA,2013J,2278464,307,2.765765765765766,33,-10,239,111,36,6,249,9.303030303030303
AAA,2013J,2293923,303,2.7545454545454544,24,-10,242,110,32,7,252,12.625
AAA,2013J,2312620,1129,3.5841269841269843,44,-10,176,315,81,9,186,25.65909090909091
AAA,2013J,2329342,565,2.9123711340206184,36,2,236,194,53,7,234,15.694444444444445
AAA,2013J,2339528,593,3.825806451612903,28,-5,257,155,50,6,262,21.178571428571427
AAA,2013J,2342426,1814,3.501930501930502,107,-10,243,518,78,7,253,16.953271028037385
AAA,2013J,2344901,445,3.0902777777777777,30,-1,207,144,37,6,208,14.833333333333334
AAA,2013J,2358056,1588,2.9191176470588234,123,-10,243,544,93,8,253,12.910569105691057
AAA,2013J,2358969,373,3.518867924528302,22,-10,66,106,33,8,76,16.954545454545453
AAA,2013J,2364471,7182,3.220627802690583,257,-10,268,2230,102,9,278,27.945525291828794
AAA,2013J,2367155,2148,4.211764705882353,93,-10,268,510,86,7,278,23.096774193548388
AAA,2013J,2369266,2146,4.470833333333333,70,-10,242,480,81,6,252,30.65714285714286
AAA,2013J,2376496,749,2.480132450331126,83,-10,247,302,89,9,257,9.024096385542169
AAA,2013J,2391984,818,4.351063829787234,44,-10,238,188,45,6,248,18.59090909090909
AAA,2013J,2411661,574,4.592,23,-8,215,125,43,8,223,24.956521739130434
AAA,2013J,2411778,1497,6.2635983263598325,42,-10,193,239,41,6,203,35.642857142857146
AAA,2013J,2412002,3344,3.4262295081967213,202,-10,268,976,101,9,278,16.554455445544555
